START,UTC,PHONE_STEP,WEARABLE_STEP
1635372480000,9,34.0,0.0
1635372600000,9,17.0,15.0
1635372660000,9,32.0,26.0
1635372720000,9,118.0,117.0
1635372780000,9,119.0,117.0
1635372840000,9,60.0,70.0
1635372900000,9,46.0,45.0
1635372960000,9,9.0,0.0
1635373020000,9,0.0,19.0
1635373080000,9,0.0,46.0
1635373260000,9,0.0,15.0
1635373320000,9,0.0,94.0
1635373380000,9,0.0,120.0
1635373440000,9,0.0,119.0
1635373500000,9,0.0,122.0
1635373560000,9,0.0,125.0
1635373620000,9,0.0,122.0
1635373680000,9,0.0,82.0
1635374100000,9,0.0,10.0
1635374640000,9,0.0,28.0
1635374700000,9,0.0,28.0
1635375420000,9,0.0,14.0
1635376380000,9,0.0,20.0
1635376620000,9,0.0,13.0
1635376680000,9,0.0,9.0
1635376800000,9,0.0,27.0
1635376920000,9,0.0,35.0
1635377340000,9,0.0,27.0
1635377400000,9,0.0,22.0
1635378360000,9,16.0,0.0
1635378420000,9,0.0,144.0
1635378480000,9,16.0,0.0
1635378600000,9,17.0,10.0
1635378660000,9,68.0,28.0
1635378720000,9,114.0,113.0
1635378780000,9,116.0,118.0
1635378840000,9,73.0,76.0
1635378900000,9,19.0,18.0
1635378960000,9,0.0,10.0
1635379020000,9,0.0,13.0
1635379080000,9,0.0,7.0
1635379860000,9,0.0,30.0
1635379980000,9,0.0,21.0
1635380040000,9,21.0,19.0
1635380220000,9,26.0,38.0
1635380940000,9,54.0,55.0
1635381000000,9,0.0,13.0
1635381060000,9,63.0,34.0
1635381120000,9,16.0,10.0
1635388680000,9,9.0,0.0
1635388740000,9,33.0,11.0
1635388800000,9,28.0,19.0
1635388860000,9,56.0,34.0
1635388920000,9,102.0,98.0
1635388980000,9,102.0,97.0
1635389040000,9,105.0,105.0
1635389100000,9,109.0,108.0
1635389160000,9,90.0,87.0
1635389220000,9,57.0,53.0
1635389340000,9,8.0,12.0
1635389460000,9,48.0,47.0
1635389520000,9,0.0,10.0
1635390600000,9,73.0,40.0
1635390660000,9,89.0,76.0
1635390720000,9,106.0,108.0
1635390780000,9,115.0,114.0
1635390840000,9,116.0,106.0
1635390900000,9,115.0,113.0
1635390960000,9,116.0,112.0
1635391020000,9,112.0,109.0
1635391080000,9,117.0,112.0
1635391140000,9,112.0,107.0
1635391200000,9,51.0,55.0
1635391260000,9,29.0,26.0
1635391380000,9,15.0,0.0
1635391440000,9,30.0,32.0
1635391980000,9,59.0,41.0
1635392040000,9,113.0,110.0
1635392100000,9,106.0,111.0
1635392160000,9,106.0,105.0
1635392220000,9,77.0,95.0
1635392280000,9,87.0,89.0
1635392340000,9,103.0,102.0
1635392400000,9,106.0,105.0
1635392460000,9,89.0,93.0
1635392520000,9,85.0,76.0
1635392580000,9,97.0,109.0
1635392640000,9,23.0,32.0
1635392700000,9,47.0,47.0
1635392760000,9,2.0,2.0
1635392880000,9,87.0,82.0
1635392940000,9,105.0,102.0
1635393000000,9,114.0,113.0
1635393060000,9,101.0,102.0
1635393120000,9,25.0,14.0
1635393180000,9,78.0,55.0
1635393240000,9,0.0,10.0
1635396900000,9,25.0,0.0
1635396960000,9,46.0,0.0
1635397020000,9,19.0,0.0
1635397140000,9,67.0,0.0
1635409740000,9,8.0,0.0
1635409800000,9,47.0,48.0
1635409860000,9,26.0,30.0
1635409920000,9,130.0,50.0
1635409980000,9,103.0,96.0
1635410040000,9,98.0,100.0
1635410100000,9,103.0,103.0
1635410160000,9,104.0,102.0
1635410220000,9,102.0,100.0
1635410280000,9,76.0,64.0
1635410340000,9,54.0,71.0
1635410580000,9,9.0,24.0
1635410700000,9,0.0,29.0
1635412500000,9,34.0,12.0
1635412560000,9,36.0,23.0
1635412620000,9,81.0,75.0
1635412680000,9,102.0,101.0
1635412740000,9,106.0,107.0
1635412800000,9,108.0,107.0
1635412860000,9,111.0,106.0
1635412920000,9,58.0,62.0
1635412980000,9,16.0,12.0
1635413040000,9,47.0,38.0
1635413100000,9,29.0,44.0
1635413220000,9,7.0,0.0
1635413280000,9,23.0,33.0
1635413460000,9,8.0,18.0
1635420540000,9,11.0,10.0
1635420600000,9,50.0,75.0
1635420660000,9,66.0,48.0
1635420720000,9,0.0,10.0
1635421560000,9,44.0,13.0
1635421620000,9,25.0,22.0
1635421680000,9,0.0,1.0
1635423600000,9,8.0,0.0
1635424320000,9,8.0,0.0
1635430800000,9,8.0,0.0
1635431220000,9,14.0,0.0
1635431340000,9,7.0,0.0
1635459660000,9,15.0,23.0
1635459720000,9,17.0,24.0
1635459780000,9,33.0,35.0
1635459840000,9,111.0,116.0
1635459900000,9,118.0,115.0
1635459960000,9,79.0,86.0
1635460020000,9,29.0,0.0
1635460080000,9,0.0,10.0
1635460140000,9,0.0,24.0
1635460200000,9,0.0,18.0
1635460260000,9,0.0,81.0
1635460320000,9,0.0,120.0
1635460380000,9,0.0,122.0
1635460440000,9,0.0,124.0
1635460500000,9,0.0,122.0
1635460560000,9,0.0,122.0
1635460620000,9,0.0,87.0
1635460680000,9,0.0,11.0
1635460740000,9,0.0,15.0
1635461160000,9,0.0,14.0
1635461220000,9,0.0,20.0
1635461280000,9,0.0,14.0
1635461340000,9,0.0,68.0
1635461760000,9,0.0,16.0
1635462240000,9,0.0,21.0
1635462300000,9,0.0,14.0
1635462360000,9,0.0,24.0
1635462420000,9,0.0,10.0
1635462480000,9,0.0,11.0
1635462660000,9,0.0,10.0
1635462720000,9,0.0,43.0
1635462780000,9,0.0,14.0
1635462840000,9,0.0,19.0
1635462900000,9,0.0,10.0
1635462960000,9,0.0,11.0
1635463800000,9,0.0,10.0
1635463980000,9,0.0,19.0
1635464040000,9,0.0,10.0
1635464100000,9,0.0,42.0
1635464220000,9,0.0,38.0
1635465240000,9,0.0,74.0
1635465300000,9,0.0,123.0
1635465360000,9,17.0,34.0
