START,UTC,PHONE_STEP,WEARABLE_STEP
1634657100000,9,0.0,32.0
1634657160000,9,0.0,30.0
1634659680000,9,0.0,29.0
1634659740000,9,0.0,20.0
1634660100000,9,0.0,16.0
1634660400000,9,0.0,18.0
1634661840000,9,0.0,11.0
1634661900000,9,0.0,72.0
1634661960000,9,0.0,37.0
1634662020000,9,0.0,42.0
1634662200000,9,0.0,17.0
1634662260000,9,0.0,71.0
1634675220000,9,0.0,40.0
1634675700000,9,0.0,7.0
1634676600000,9,0.0,10.0
1634680800000,9,0.0,12.0
1634682120000,9,0.0,10.0
1634682780000,9,0.0,30.0
1634682840000,9,0.0,41.0
1634682900000,9,0.0,12.0
1634684640000,9,0.0,15.0
1634684700000,9,0.0,20.0
1634684760000,9,36.0,10.0
1634684820000,9,66.0,62.0
1634685060000,9,25.0,0.0
1634685960000,9,7.0,0.0
1634686080000,9,46.0,32.0
1634686320000,9,78.0,53.0
1634686380000,9,26.0,39.0
1634686440000,9,0.0,10.0
1634694600000,9,0.0,13.0
1634697900000,9,0.0,27.0
1634698020000,9,0.0,11.0
1634698080000,9,0.0,3.0
1634698200000,9,0.0,9.0
1634698260000,9,0.0,12.0
1634700120000,9,0.0,16.0
1634700420000,9,0.0,26.0
1634700540000,9,0.0,28.0
1634700660000,9,18.0,0.0
1634716920000,9,0.0,38.0
1634716980000,9,0.0,54.0
1634717040000,9,0.0,26.0
1634719260000,9,21.0,16.0
1634719320000,9,16.0,0.0
1634719380000,9,126.0,110.0
1634719440000,9,44.0,38.0
1634719500000,9,40.0,51.0
1634719560000,9,51.0,50.0
1634719620000,9,4.0,13.0
1634723940000,9,0.0,18.0
1634724000000,9,0.0,26.0
1634724300000,9,0.0,16.0
1634728860000,9,0.0,13.0
1634729640000,9,0.0,10.0
1634733180000,9,0.0,19.0
1634733240000,9,0.0,34.0
1634733960000,9,0.0,26.0
1634734020000,9,0.0,4.0
1634734080000,9,0.0,10.0
