START,UTC,PHONE_STEP,WEARABLE_STEP
1635434340000,9,18.0,0.0
1635434820000,9,9.0,0.0
1635435300000,9,15.0,0.0
1635468000000,9,18.0,0.0
1635468060000,9,13.0,0.0
1635471360000,9,99.0,0.0
1635471420000,9,100.0,0.0
1635471480000,9,101.0,0.0
1635471540000,9,98.0,0.0
1635471600000,9,97.0,0.0
1635471660000,9,97.0,0.0
1635471720000,9,101.0,0.0
1635471780000,9,17.0,0.0
1635472140000,9,41.0,0.0
1635472200000,9,116.0,0.0
1635472260000,9,117.0,0.0
1635472320000,9,119.0,0.0
1635472380000,9,121.0,0.0
1635472440000,9,103.0,0.0
1635472500000,9,14.0,0.0
1635472800000,9,22.0,0.0
1635472860000,9,9.0,0.0
1635473760000,9,0.0,11.0
1635473940000,9,0.0,23.0
1635474780000,9,0.0,11.0
1635475800000,9,0.0,10.0
1635476460000,9,6.0,0.0
1635480480000,9,15.0,0.0
1635480540000,9,8.0,0.0
1635480960000,9,0.0,12.0
1635481020000,9,0.0,11.0
1635483840000,9,0.0,29.0
1635487680000,9,0.0,12.0
1635487740000,9,0.0,26.0
1635494280000,9,0.0,10.0
1635494340000,9,0.0,33.0
1635494400000,9,0.0,10.0
1635494520000,9,0.0,11.0
1635494580000,9,72.0,73.0
1635494640000,9,62.0,79.0
1635494700000,9,94.0,88.0
1635494760000,9,108.0,107.0
1635494820000,9,107.0,101.0
1635494880000,9,86.0,82.0
1635494940000,9,6.0,0.0
1635495060000,9,0.0,10.0
1635495180000,9,0.0,14.0
1635495240000,9,0.0,12.0
1635495720000,9,33.0,14.0
1635495780000,9,36.0,32.0
1635495840000,9,108.0,109.0
1635495900000,9,111.0,103.0
1635495960000,9,111.0,107.0
1635496020000,9,71.0,62.0
1635496080000,9,21.0,0.0
1635496140000,9,29.0,22.0
1635496260000,9,14.0,13.0
1635496380000,9,34.0,32.0
1635496800000,9,0.0,20.0
1635498180000,9,0.0,16.0
1635498240000,9,38.0,12.0
1635498300000,9,102.0,101.0
1635498360000,9,108.0,108.0
1635498420000,9,31.0,26.0
1635498480000,9,11.0,0.0
1635498540000,9,27.0,21.0
1635498720000,9,0.0,24.0
1635499500000,9,0.0,24.0
1635499560000,9,0.0,31.0
1635499860000,9,0.0,33.0
1635500160000,9,0.0,11.0
1635500280000,9,0.0,82.0
1635500340000,9,0.0,40.0
1635500400000,9,0.0,11.0
1635500700000,9,20.0,27.0
1635500760000,9,114.0,118.0
1635500820000,9,116.0,117.0
1635500880000,9,69.0,72.0
1635500940000,9,76.0,85.0
1635501000000,9,31.0,0.0
1635501060000,9,46.0,0.0
1635501120000,9,73.0,0.0
1635501180000,9,54.0,0.0
1635501300000,9,27.0,11.0
1635501360000,9,64.0,0.0
1635501480000,9,49.0,0.0
1635501540000,9,87.0,0.0
1635501600000,9,79.0,0.0
1635501660000,9,98.0,0.0
1635501720000,9,70.0,0.0
1635501780000,9,77.0,68.0
1635501900000,9,0.0,45.0
1635516720000,9,12.0,0.0
1635517500000,9,6.0,0.0
1635517560000,9,73.0,0.0
1635517620000,9,107.0,0.0
1635517680000,9,51.0,0.0
1635517740000,9,120.0,0.0
1635517800000,9,1.0,0.0
1635517920000,9,6.0,0.0
1635517980000,9,42.0,0.0
1635518040000,9,113.0,0.0
1635518100000,9,10.0,0.0
1635519840000,9,55.0,0.0
1635519900000,9,92.0,0.0
1635519960000,9,101.0,0.0
1635520020000,9,102.0,0.0
1635520080000,9,96.0,0.0
1635520140000,9,71.0,0.0
1635520200000,9,99.0,0.0
1635520260000,9,102.0,0.0
1635520320000,9,90.0,0.0
1635520380000,9,101.0,0.0
1635520440000,9,90.0,0.0
1635520500000,9,21.0,0.0
1635520560000,9,92.0,0.0
1635520620000,9,94.0,0.0
1635520740000,9,12.0,0.0
1635520920000,9,89.0,0.0
1635520980000,9,105.0,0.0
1635521040000,9,107.0,0.0
1635521100000,9,106.0,0.0
1635521160000,9,104.0,0.0
1635521220000,9,106.0,0.0
1635521280000,9,106.0,0.0
1635521340000,9,100.0,0.0
1635521400000,9,97.0,0.0
1635521460000,9,102.0,0.0
1635521520000,9,87.0,0.0
1635521580000,9,106.0,0.0
1635521640000,9,96.0,0.0
1635521700000,9,102.0,0.0
1635521760000,9,97.0,0.0
1635521820000,9,103.0,0.0
1635521880000,9,102.0,0.0
1635521940000,9,105.0,0.0
1635522000000,9,104.0,0.0
1635522060000,9,96.0,0.0
1635522120000,9,69.0,0.0
1635522540000,9,16.0,0.0
1635525360000,9,26.0,0.0
1635551220000,9,0.0,28.0
1635551280000,9,0.0,12.0
1635551340000,9,0.0,10.0
1635551460000,9,73.0,69.0
1635551520000,9,106.0,112.0
1635551580000,9,108.0,107.0
1635551640000,9,111.0,111.0
1635551700000,9,114.0,113.0
1635551760000,9,116.0,113.0
1635551820000,9,113.0,112.0
1635551880000,9,100.0,98.0
1635551940000,9,105.0,109.0
1635552000000,9,110.0,104.0
1635552060000,9,115.0,112.0
1635552120000,9,112.0,112.0
1635552180000,9,111.0,110.0
1635552240000,9,109.0,107.0
1635552300000,9,110.0,108.0
1635552360000,9,108.0,108.0
1635552420000,9,96.0,91.0
1635552480000,9,86.0,52.0
1635552540000,9,111.0,112.0
1635552600000,9,49.0,74.0
1635552660000,9,14.0,0.0
1635552720000,9,29.0,11.0
1635553260000,9,31.0,20.0
1635553440000,9,38.0,18.0
1635553500000,9,64.0,69.0
1635553560000,9,37.0,41.0
1635553620000,9,36.0,71.0
1635553680000,9,0.0,13.0
1635554280000,9,0.0,16.0
1635555000000,9,0.0,22.0
1635555240000,9,0.0,25.0
1635555360000,9,7.0,0.0
1635555660000,9,0.0,11.0
1635555720000,9,0.0,20.0
1635555780000,9,0.0,5.0
1635556920000,9,0.0,10.0
1635557520000,9,0.0,11.0
1635558120000,9,0.0,18.0
1635559620000,9,0.0,10.0
1635559980000,9,0.0,16.0
1635560880000,9,0.0,32.0
1635561240000,9,50.0,39.0
1635561300000,9,20.0,18.0
1635561780000,9,0.0,23.0
1635561900000,9,0.0,33.0
1635561960000,9,0.0,24.0
1635562020000,9,0.0,32.0
1635562080000,9,0.0,11.0
1635562260000,9,0.0,30.0
1635562380000,9,0.0,10.0
1635562500000,9,0.0,45.0
1635563280000,9,0.0,11.0
1635563580000,9,0.0,12.0
1635564540000,9,21.0,28.0
1635564600000,9,58.0,84.0
1635564840000,9,0.0,23.0
1635564900000,9,0.0,4.0
1635565140000,9,0.0,33.0
1635565260000,9,39.0,79.0
1635565320000,9,58.0,57.0
1635565380000,9,48.0,58.0
1635565440000,9,105.0,97.0
1635565500000,9,106.0,102.0
1635565560000,9,108.0,98.0
1635565620000,9,104.0,108.0
1635565680000,9,108.0,105.0
1635565740000,9,112.0,109.0
1635565800000,9,109.0,103.0
1635565860000,9,34.0,44.0
1635567300000,9,25.0,67.0
1635567360000,9,21.0,27.0
1635567420000,9,0.0,22.0
1635567480000,9,89.0,84.0
1635567540000,9,95.0,94.0
1635567600000,9,96.0,95.0
1635567660000,9,97.0,99.0
1635567720000,9,99.0,99.0
1635567780000,9,96.0,89.0
1635567840000,9,99.0,98.0
1635567900000,9,96.0,100.0
1635567960000,9,80.0,80.0
1635568020000,9,0.0,12.0
1635568080000,9,81.0,70.0
1635568140000,9,0.0,12.0
1635568860000,9,0.0,25.0
1635574680000,9,0.0,13.0
1635574800000,9,75.0,64.0
1635574860000,9,41.0,49.0
1635576120000,9,0.0,18.0
1635576180000,9,92.0,73.0
1635576240000,9,65.0,46.0
1635576300000,9,6.0,42.0
1635576420000,9,9.0,0.0
1635576480000,9,17.0,12.0
1635576720000,9,25.0,11.0
1635576960000,9,0.0,13.0
1635577140000,9,25.0,37.0
1635577200000,9,89.0,87.0
1635577260000,9,104.0,103.0
1635577320000,9,87.0,89.0
1635577380000,9,102.0,106.0
1635577440000,9,105.0,104.0
1635577500000,9,103.0,104.0
1635577560000,9,105.0,104.0
1635577620000,9,105.0,107.0
1635577680000,9,112.0,107.0
1635577740000,9,93.0,101.0
1635577800000,9,89.0,77.0
1635577860000,9,0.0,28.0
1635577920000,9,0.0,24.0
1635578040000,9,0.0,13.0
1635578100000,9,0.0,19.0
1635578160000,9,7.0,0.0
1635578220000,9,47.0,63.0
