START,UTC,PHONE_STEP,WEARABLE_STEP
1636902180000,9,0.0,51.0
1636902240000,9,0.0,56.0
1636902300000,9,0.0,10.0
1636902360000,9,0.0,16.0
1636902480000,9,0.0,17.0
1636902720000,9,7.0,0.0
1636902780000,9,12.0,0.0
1636905360000,9,7.0,0.0
1636905960000,9,8.0,0.0
1636915500000,9,0.0,7.0
1636928700000,9,37.0,0.0
1636929300000,9,18.0,0.0
1636929600000,9,0.0,6.0
1636929660000,9,0.0,6.0
1636929780000,9,0.0,6.0
1636930020000,9,0.0,6.0
1636930140000,9,0.0,6.0
1636930200000,9,0.0,11.0
1636930260000,9,0.0,17.0
1636930320000,9,0.0,40.0
1636930440000,9,0.0,11.0
1636930560000,9,0.0,17.0
1636930620000,9,0.0,14.0
1636930680000,9,13.0,10.0
1636930740000,9,17.0,0.0
1636930800000,9,15.0,17.0
1636930860000,9,83.0,89.0
1636930920000,9,118.0,121.0
1636930980000,9,144.0,150.0
1636931040000,9,44.0,22.0
1636931100000,9,26.0,0.0
1636931880000,9,13.0,0.0
1636931940000,9,107.0,120.0
1636932000000,9,124.0,124.0
1636932060000,9,126.0,125.0
1636932120000,9,125.0,124.0
1636932180000,9,126.0,162.0
1636932240000,9,76.0,0.0
1636932300000,9,48.0,48.0
1636932360000,9,97.0,40.0
1636932420000,9,112.0,107.0
1636932480000,9,93.0,51.0
1636932540000,9,93.0,105.0
1636932600000,9,60.0,62.0
1636932660000,9,61.0,96.0
1636932720000,9,54.0,41.0
1636932780000,9,0.0,85.0
1636932840000,9,71.0,0.0
1636932900000,9,112.0,112.0
1636932960000,9,73.0,73.0
1636933020000,9,8.0,0.0
1636937940000,9,0.0,8.0
1636938000000,9,46.0,47.0
1636938060000,9,14.0,0.0
1636938780000,9,0.0,30.0
1636938840000,9,8.0,0.0
1636938900000,9,39.0,50.0
1636938960000,9,18.0,4.0
1636942080000,9,0.0,6.0
1636942200000,9,21.0,22.0
1636942260000,9,50.0,40.0
1636942320000,9,35.0,30.0
1636942380000,9,109.0,105.0
1636942440000,9,83.0,72.0
1636942500000,9,9.0,12.0
1636942740000,9,10.0,0.0
1636942860000,9,0.0,25.0
1636942920000,9,32.0,0.0
1636942980000,9,14.0,12.0
1636943100000,9,7.0,0.0
1636943580000,9,26.0,0.0
1636943640000,9,89.0,100.0
1636943700000,9,111.0,110.0
1636943760000,9,60.0,39.0
1636943820000,9,43.0,34.0
1636947060000,9,47.0,45.0
1636947360000,9,8.0,10.0
1636947420000,9,33.0,44.0
1636947480000,9,28.0,6.0
1636948680000,9,0.0,25.0
1636948980000,9,0.0,4.0
1636949040000,9,0.0,20.0
1636953420000,9,0.0,48.0
1636953540000,9,55.0,0.0
1636953660000,9,51.0,50.0
1636955400000,9,47.0,51.0
1636955460000,9,110.0,107.0
1636955520000,9,71.0,64.0
1636957260000,9,0.0,49.0
1636957380000,9,86.0,46.0
1636957440000,9,102.0,83.0
1636957500000,9,46.0,52.0
1636957560000,9,3.0,0.0
1636963080000,9,54.0,37.0
1636963140000,9,40.0,32.0
1636963200000,9,59.0,44.0
1636963260000,9,110.0,109.0
1636963320000,9,105.0,106.0
1636963380000,9,105.0,105.0
1636963440000,9,106.0,103.0
1636963500000,9,105.0,104.0
1636963560000,9,108.0,106.0
1636963620000,9,16.0,13.0
1636963680000,9,95.0,100.0
1636963740000,9,110.0,83.0
1636963800000,9,41.0,36.0
1636963860000,9,59.0,45.0
1636963920000,9,14.0,0.0
1636965060000,9,98.0,105.0
1636965120000,9,99.0,83.0
1636965180000,9,7.0,0.0
1636965240000,9,17.0,16.0
1636965300000,9,20.0,10.0
1636965420000,9,0.0,17.0
1636965480000,9,0.0,7.0
1636965900000,9,0.0,15.0
1636966260000,9,0.0,50.0
1636966320000,9,0.0,11.0
1636967340000,9,0.0,20.0
1636967520000,9,0.0,11.0
1636967580000,9,0.0,11.0
1636967940000,9,0.0,6.0
1636968240000,9,0.0,12.0
1636975620000,9,0.0,6.0
1636975680000,9,0.0,7.0
1636975740000,9,0.0,11.0
1636976100000,9,24.0,0.0
1636976160000,9,0.0,17.0
1636976640000,9,0.0,11.0
1636976700000,9,0.0,13.0
1636976820000,9,0.0,22.0
1636976880000,9,0.0,14.0
1636982640000,9,0.0,9.0
1636982700000,9,0.0,1.0
1636982940000,9,0.0,6.0
1636983300000,9,0.0,21.0
1636984140000,9,12.0,18.0
1636985280000,9,0.0,10.0
1636985820000,9,0.0,24.0
1636986060000,9,0.0,19.0
1636986120000,9,0.0,6.0
1636986720000,9,0.0,6.0
1636986780000,9,0.0,16.0
1636986840000,9,0.0,21.0
1636986900000,9,23.0,14.0
1636987080000,9,0.0,16.0
1636987200000,9,55.0,10.0
1636987260000,9,4.0,2.0
1636991340000,9,0.0,7.0
1636993020000,9,0.0,7.0
1636993080000,9,0.0,8.0
1636998540000,9,0.0,2.0
1637003340000,9,0.0,6.0
1637007240000,9,0.0,1.0
1637015100000,9,11.0,0.0
