START,UTC,PHONE_STEP,WEARABLE_STEP
1626989160000,9,11.0,0.0
1626990300000,9,6.0,0.0
1627003980000,9,19.0,0.0
1627004760000,9,20.0,0.0
1627005420000,9,25.0,28.0
1627005480000,9,39.0,56.0
1627005540000,9,86.0,68.0
1627007220000,9,0.0,13.0
1627007280000,9,0.0,34.0
1627007340000,9,0.0,11.0
1627007580000,9,0.0,16.0
1627007700000,9,0.0,9.0
1627009020000,9,0.0,31.0
1627009860000,9,0.0,12.0
1627009920000,9,44.0,52.0
1627009980000,9,22.0,64.0
1627010040000,9,0.0,46.0
1627014180000,9,115.0,0.0
1627014240000,9,57.0,0.0
1627018260000,9,0.0,23.0
1627018320000,9,0.0,29.0
1627018380000,9,0.0,10.0
1627018440000,9,0.0,13.0
1627019940000,9,84.0,0.0
1627020000000,9,51.0,0.0
1627020060000,9,19.0,0.0
1627020120000,9,22.0,22.0
1627021560000,9,8.0,0.0
1627021620000,9,3.0,0.0
1627026300000,9,29.0,0.0
1627026420000,9,8.0,0.0
1627027560000,9,33.0,33.0
1627033740000,9,27.0,0.0
1627033800000,9,5.0,0.0
1627037520000,9,0.0,28.0
1627037580000,9,0.0,33.0
1627037640000,9,0.0,10.0
1627037700000,9,0.0,19.0
1627038840000,9,0.0,25.0
1627040700000,9,0.0,13.0
1627040760000,9,0.0,12.0
1627040820000,9,0.0,37.0
1627040880000,9,0.0,40.0
1627040940000,9,0.0,25.0
1627041000000,9,0.0,14.0
1627041180000,9,11.0,28.0
1627041240000,9,27.0,24.0
1627041300000,9,88.0,84.0
1627041360000,9,77.0,80.0
1627041420000,9,92.0,69.0
1627041480000,9,123.0,127.0
1627041540000,9,114.0,120.0
1627041600000,9,119.0,118.0
1627041660000,9,67.0,85.0
1627041720000,9,100.0,115.0
1627041780000,9,93.0,104.0
1627041840000,9,161.0,161.0
1627041900000,9,156.0,156.0
1627041960000,9,124.0,122.0
1627042020000,9,121.0,122.0
1627042080000,9,164.0,165.0
1627042140000,9,165.0,165.0
1627042200000,9,162.0,162.0
1627042260000,9,125.0,123.0
1627042320000,9,114.0,122.0
1627042380000,9,165.0,161.0
1627042440000,9,166.0,166.0
1627042500000,9,110.0,119.0
1627042560000,9,116.0,117.0
1627042620000,9,106.0,120.0
1627042680000,9,123.0,115.0
1627042740000,9,117.0,122.0
1627042800000,9,114.0,114.0
1627042860000,9,119.0,114.0
1627042920000,9,121.0,120.0
1627042980000,9,117.0,114.0
1627043040000,9,123.0,123.0
1627043100000,9,124.0,119.0
1627043160000,9,112.0,122.0
1627043220000,9,123.0,122.0
1627043280000,9,117.0,120.0
1627043340000,9,113.0,121.0
1627043400000,9,117.0,121.0
1627043460000,9,142.0,149.0
1627043520000,9,115.0,119.0
1627043580000,9,111.0,120.0
1627043640000,9,115.0,115.0
1627043700000,9,138.0,140.0
1627043760000,9,45.0,31.0
1627043820000,9,138.0,134.0
1627043880000,9,56.0,80.0
1627043940000,9,134.0,135.0
1627044000000,9,107.0,129.0
1627044060000,9,129.0,126.0
1627044120000,9,126.0,119.0
1627044180000,9,28.0,38.0
1627044240000,9,45.0,48.0
1627044300000,9,0.0,55.0
1627044360000,9,0.0,50.0
1627044900000,9,22.0,26.0
1627044960000,9,42.0,88.0
1627045020000,9,14.0,15.0
1627047840000,9,6.0,0.0
1627049160000,9,21.0,20.0
1627049220000,9,55.0,50.0
1627049280000,9,0.0,16.0
1627092480000,9,13.0,10.0
1627095960000,9,22.0,0.0
1627096800000,9,0.0,27.0
1627096860000,9,100.0,84.0
1627096920000,9,116.0,112.0
1627096980000,9,9.0,12.0
1627098420000,9,33.0,53.0
1627098480000,9,22.0,25.0
1627099920000,9,0.0,13.0
1627099980000,9,0.0,11.0
1627100640000,9,45.0,44.0
1627101900000,9,12.0,18.0
1627101960000,9,21.0,34.0
1627102440000,9,23.0,18.0
1627102500000,9,15.0,25.0
1627104360000,9,0.0,15.0
1627104420000,9,112.0,114.0
1627104480000,9,80.0,94.0
1627104540000,9,65.0,78.0
1627104600000,9,89.0,99.0
1627104660000,9,66.0,64.0
1627104720000,9,97.0,89.0
1627104780000,9,83.0,83.0
1627104840000,9,93.0,63.0
1627104900000,9,55.0,21.0
1627104960000,9,36.0,10.0
1627105020000,9,55.0,40.0
1627105080000,9,113.0,96.0
1627105140000,9,17.0,0.0
1627105200000,9,0.0,11.0
1627107360000,9,0.0,10.0
1627107420000,9,0.0,99.0
1627107480000,9,0.0,86.0
1627107540000,9,0.0,61.0
1627107600000,9,0.0,21.0
1627107660000,9,0.0,16.0
1627108440000,9,0.0,20.0
1627108500000,9,0.0,19.0
1627110900000,9,0.0,11.0
1627111440000,9,0.0,13.0
1627111680000,9,65.0,79.0
1627111740000,9,0.0,7.0
1627111800000,9,20.0,23.0
1627111860000,9,0.0,45.0
1627111920000,9,10.0,37.0
1627112040000,9,0.0,13.0
1627112100000,9,0.0,12.0
1627112160000,9,0.0,10.0
1627112220000,9,0.0,13.0
1627112280000,9,0.0,51.0
1627112340000,9,41.0,54.0
1627112400000,9,107.0,103.0
1627112460000,9,36.0,18.0
1627112580000,9,0.0,56.0
1627112640000,9,0.0,53.0
1627112760000,9,0.0,22.0
1627112820000,9,0.0,64.0
1627112880000,9,0.0,14.0
1627114800000,9,0.0,10.0
1627119720000,9,37.0,30.0
1627119780000,9,93.0,92.0
1627119840000,9,111.0,107.0
1627119900000,9,105.0,63.0
1627119960000,9,109.0,103.0
1627120020000,9,106.0,112.0
1627120080000,9,105.0,84.0
1627120140000,9,17.0,18.0
1627120200000,9,9.0,2.0
1627120320000,9,0.0,11.0
1627122660000,9,34.0,33.0
1627122720000,9,89.0,94.0
1627122780000,9,105.0,95.0
1627122840000,9,108.0,99.0
1627122900000,9,112.0,116.0
1627122960000,9,108.0,111.0
1627123020000,9,104.0,95.0
1627123080000,9,11.0,0.0
1627123560000,9,37.0,18.0
1627123620000,9,112.0,96.0
1627123680000,9,96.0,86.0
1627123740000,9,93.0,93.0
1627123800000,9,108.0,107.0
1627123860000,9,49.0,41.0
1627123980000,9,20.0,24.0
1627124040000,9,67.0,64.0
1627125060000,9,0.0,18.0
1627125180000,9,0.0,28.0
1627125240000,9,0.0,21.0
1627125300000,9,0.0,51.0
1627126380000,9,0.0,13.0
1627126740000,9,0.0,48.0
1627126800000,9,0.0,21.0
1627127520000,9,63.0,74.0
1627127580000,9,100.0,100.0
1627127640000,9,107.0,108.0
1627127700000,9,101.0,100.0
1627127760000,9,97.0,93.0
1627127820000,9,36.0,34.0
1627127880000,9,50.0,51.0
1627128960000,9,0.0,13.0
1627130580000,9,41.0,45.0
1627130640000,9,32.0,81.0
1627130700000,9,72.0,49.0
1627132800000,9,13.0,40.0
1627132860000,9,71.0,89.0
1627133100000,9,12.0,11.0
1627133280000,9,9.0,0.0
1627133700000,9,0.0,56.0
1627133760000,9,0.0,34.0
1627133820000,9,0.0,24.0
1627133880000,9,0.0,23.0
1627133940000,9,51.0,78.0
1627134060000,9,14.0,48.0
1627134120000,9,93.0,94.0
1627134180000,9,41.0,88.0
1627134240000,9,29.0,97.0
1627134300000,9,34.0,66.0
1627134360000,9,36.0,46.0
1627134420000,9,36.0,92.0
1627134480000,9,24.0,67.0
1627134540000,9,41.0,85.0
1627134600000,9,56.0,74.0
1627136340000,9,0.0,56.0
1627136400000,9,0.0,40.0
1627137960000,9,0.0,64.0
1627138020000,9,0.0,14.0
1627138500000,9,0.0,20.0
1627138680000,9,0.0,14.0
1627138980000,9,0.0,15.0
1627139100000,9,71.0,66.0
1627139160000,9,93.0,98.0
1627139220000,9,14.0,31.0
1627139280000,9,0.0,25.0
1627174020000,9,18.0,46.0
1627174080000,9,17.0,10.0
1627174140000,9,0.0,30.0
1627174200000,9,20.0,20.0
1627174260000,9,20.0,0.0
1627174560000,9,40.0,40.0
1627174620000,9,111.0,80.0
1627174680000,9,70.0,70.0
1627175340000,9,0.0,23.0
1627175400000,9,0.0,34.0
1627175460000,9,0.0,55.0
1627175520000,9,77.0,82.0
1627175580000,9,114.0,115.0
1627175640000,9,111.0,114.0
1627175700000,9,109.0,114.0
1627175760000,9,111.0,112.0
1627175820000,9,107.0,111.0
1627175880000,9,109.0,109.0
1627175940000,9,106.0,112.0
1627176000000,9,106.0,107.0
1627176060000,9,102.0,103.0
1627176120000,9,102.0,104.0
1627176180000,9,107.0,108.0
1627176240000,9,101.0,105.0
1627176300000,9,107.0,107.0
1627176360000,9,70.0,69.0
1627176420000,9,108.0,109.0
1627176480000,9,109.0,108.0
1627176540000,9,105.0,106.0
1627176600000,9,105.0,103.0
1627176660000,9,97.0,107.0
1627176720000,9,104.0,104.0
1627176780000,9,108.0,108.0
1627176840000,9,106.0,103.0
1627176900000,9,106.0,108.0
1627176960000,9,86.0,85.0
1627177020000,9,104.0,103.0
1627177080000,9,107.0,103.0
1627177140000,9,107.0,103.0
1627177200000,9,108.0,108.0
1627177260000,9,104.0,103.0
1627177320000,9,97.0,104.0
1627177380000,9,108.0,103.0
1627177440000,9,110.0,106.0
1627177500000,9,107.0,106.0
1627177560000,9,96.0,99.0
1627177620000,9,102.0,106.0
1627177680000,9,100.0,102.0
1627177740000,9,28.0,67.0
1627177800000,9,47.0,93.0
1627177860000,9,1.0,18.0
1627177920000,9,0.0,48.0
1627178100000,9,0.0,15.0
1627179360000,9,103.0,96.0
1627179420000,9,52.0,51.0
1627179480000,9,10.0,5.0
1627179600000,9,17.0,0.0
1627181280000,9,6.0,0.0
1627189260000,9,12.0,0.0
1627189320000,9,8.0,0.0
1627205520000,9,0.0,56.0
1627205580000,9,0.0,54.0
1627205640000,9,0.0,3.0
1627205820000,9,78.0,89.0
1627205880000,9,105.0,105.0
1627205940000,9,109.0,88.0
1627206000000,9,41.0,40.0
1627206360000,9,0.0,11.0
1627207440000,9,67.0,88.0
1627207500000,9,100.0,97.0
1627207560000,9,103.0,109.0
1627207620000,9,104.0,108.0
1627207680000,9,55.0,53.0
1627207800000,9,0.0,24.0
1627208220000,9,0.0,13.0
1627208940000,9,0.0,12.0
1627209720000,9,79.0,64.0
1627209780000,9,107.0,102.0
1627209840000,9,114.0,116.0
1627209900000,9,81.0,91.0
1627209960000,9,25.0,19.0
1627210020000,9,35.0,48.0
1627210080000,9,78.0,54.0
1627210140000,9,61.0,59.0
1627210320000,9,0.0,11.0
1627210380000,9,0.0,13.0
1627210920000,9,0.0,12.0
1627211280000,9,48.0,60.0
1627211340000,9,0.0,56.0
1627211400000,9,0.0,49.0
1627211460000,9,0.0,13.0
1627211520000,9,0.0,47.0
1627211580000,9,0.0,32.0
1627211640000,9,70.0,104.0
1627211700000,9,2.0,32.0
1627211760000,9,0.0,23.0
1627212240000,9,0.0,42.0
1627212300000,9,0.0,31.0
1627212360000,9,0.0,85.0
1627212420000,9,0.0,2.0
1627212480000,9,0.0,69.0
1627212540000,9,0.0,19.0
1627212600000,9,0.0,101.0
1627212660000,9,0.0,40.0
1627212720000,9,0.0,14.0
1627212780000,9,0.0,22.0
1627212840000,9,0.0,36.0
1627212960000,9,0.0,13.0
1627213020000,9,0.0,39.0
1627213080000,9,0.0,10.0
1627213140000,9,0.0,29.0
1627213200000,9,0.0,25.0
1627213260000,9,0.0,15.0
1627213320000,9,0.0,40.0
1627213380000,9,0.0,12.0
1627213560000,9,0.0,22.0
1627213620000,9,0.0,27.0
1627213800000,9,0.0,10.0
1627213860000,9,0.0,37.0
1627213920000,9,0.0,17.0
1627213980000,9,0.0,51.0
1627214040000,9,0.0,32.0
1627214100000,9,0.0,11.0
1627214160000,9,0.0,10.0
1627214220000,9,0.0,24.0
1627214280000,9,0.0,11.0
1627214340000,9,0.0,18.0
1627214400000,9,0.0,39.0
1627214460000,9,0.0,36.0
1627214580000,9,0.0,22.0
1627214640000,9,0.0,21.0
1627214700000,9,0.0,24.0
1627214760000,9,0.0,27.0
1627214820000,9,0.0,26.0
1627214880000,9,0.0,42.0
1627214940000,9,0.0,24.0
1627215000000,9,0.0,14.0
1627215060000,9,0.0,11.0
1627215180000,9,0.0,32.0
1627215240000,9,0.0,12.0
1627215420000,9,0.0,14.0
1627215480000,9,0.0,10.0
1627215540000,9,0.0,15.0
1627215600000,9,0.0,11.0
1627215900000,9,0.0,10.0
1627215960000,9,0.0,11.0
1627216380000,9,0.0,12.0
1627216500000,9,0.0,15.0
1627216680000,9,0.0,11.0
1627216920000,9,0.0,27.0
1627216980000,9,0.0,35.0
1627217100000,9,0.0,13.0
1627217220000,9,0.0,24.0
1627217280000,9,0.0,19.0
1627217340000,9,0.0,40.0
1627217400000,9,0.0,21.0
1627217460000,9,0.0,34.0
1627217520000,9,0.0,17.0
1627217640000,9,0.0,48.0
1627217700000,9,0.0,12.0
1627217820000,9,0.0,54.0
1627217880000,9,0.0,4.0
1627218060000,9,0.0,11.0
1627218120000,9,0.0,15.0
1627218180000,9,0.0,5.0
1627218240000,9,0.0,11.0
1627218480000,9,0.0,24.0
1627218540000,9,0.0,14.0
1627218600000,9,0.0,51.0
1627218660000,9,0.0,30.0
1627218720000,9,0.0,3.0
1627219080000,9,0.0,70.0
1627219140000,9,0.0,28.0
1627219200000,9,0.0,44.0
1627219260000,9,0.0,15.0
1627219320000,9,0.0,54.0
1627219380000,9,0.0,59.0
1627219620000,9,0.0,52.0
1627219680000,9,0.0,36.0
1627219740000,9,0.0,65.0
1627219800000,9,0.0,92.0
1627219860000,9,0.0,62.0
1627219920000,9,0.0,37.0
1627219980000,9,0.0,39.0
1627220040000,9,0.0,51.0
1627220100000,9,0.0,20.0
1627220580000,9,32.0,39.0
1627221060000,9,15.0,0.0
1627221180000,9,7.0,15.0
1627221240000,9,0.0,1.0
1627221360000,9,0.0,24.0
1627221420000,9,0.0,17.0
1627221480000,9,6.0,0.0
1627221960000,9,41.0,53.0
1627222020000,9,31.0,30.0
1627222140000,9,0.0,11.0
1627222200000,9,0.0,23.0
1627222260000,9,0.0,26.0
1627222320000,9,87.0,79.0
1627222380000,9,13.0,21.0
1627222800000,9,51.0,44.0
1627222860000,9,24.0,24.0
1627222920000,9,0.0,18.0
1627222980000,9,15.0,24.0
1627223040000,9,0.0,61.0
1627223100000,9,0.0,62.0
1627223160000,9,0.0,40.0
1627223220000,9,0.0,51.0
1627223280000,9,0.0,39.0
1627223580000,9,17.0,0.0
1627226400000,9,12.0,0.0
1627226460000,9,7.0,0.0
1627258560000,9,41.0,0.0
